Unnamed: 0,item_number,description,category,item_link,minifigs_link,color_link,Name,Hair Type,Is_Fantasy_Color,Is_Natural_Color
725,11420pb01,"Minifigure, Hair Shaggy and Short with Braided Beard with Olive Green Laced Shirt, Light Nougat Bald Spot and Chin Pattern","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11420pb01,https://www.bricklink.com/catalogItemIn.asp?P=11420pb01&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11420pb01#T=C,Lime,Dyed Black-coded,True,False
566,11900,"Minifigure, Hair Long with Beard Tied in Sections","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11900,https://www.bricklink.com/catalogItemIn.asp?P=11900&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11900#T=C,Dark Orange,Dyed Black-coded,True,True
567,11900,"Minifigure, Hair Long with Beard Tied in Sections","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11900,https://www.bricklink.com/catalogItemIn.asp?P=11900&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11900#T=C,Red,Dyed Black-coded,True,True
896,11907,"Minifigure, Hair Spiked with Braided Beard and Ponytail","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11907,https://www.bricklink.com/catalogItemIn.asp?P=11907&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11907#T=C,Dark Orange,Dyed Black-coded,True,True
897,11907,"Minifigure, Hair Spiked with Braided Beard and Ponytail","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11907,https://www.bricklink.com/catalogItemIn.asp?P=11907&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11907#T=C,Red,Dyed Black-coded,True,True
228,13750,"Minifigure, Hair Female Long, Braided on Right, Hole on Top","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=13750,https://www.bricklink.com/catalogItemIn.asp?P=13750&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=13750#T=C,Dark Orange,Dyed Black-coded,True,True
217,13784,"Minifigure, Hair Female Long with Braided Pigtails","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=13784,https://www.bricklink.com/catalogItemIn.asp?P=13784&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=13784#T=C,Bright Light Yellow,Dyed Black-coded,True,True
824,15443,"Minifigure, Hair Short with 2 Locks on Left Side","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=15443,https://www.bricklink.com/catalogItemIn.asp?P=15443&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=15443#T=C,Reddish Brown,Dyed Black-coded,True,True
825,15443,"Minifigure, Hair Short with 2 Locks on Left Side","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=15443,https://www.bricklink.com/catalogItemIn.asp?P=15443&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=15443#T=C,Yellow,Dyed Black-coded,True,True
36,1685,"Minifigure, Hair Coiled and Mid-Length Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=1685,https://www.bricklink.com/catalogItemIn.asp?P=1685&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=1685#T=C,Dark Orange,Dyed Black-coded,True,True
848,17221pb01,"Minifigure, Hair Short, Bowl Cut with Black Side Locks and Top Pattern","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=17221pb01,https://www.bricklink.com/catalogItemIn.asp?P=17221pb01&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=17221pb01#T=C,Bright Light Yellow,Dyed Black-coded,True,True
144,1988,"Minifigure, Hair Female Coiled and Braided, Swept over Left Side","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=1988,https://www.bricklink.com/catalogItemIn.asp?P=1988&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=1988#T=C,Dark Purple,Dyed Black-coded,True,False
145,1988,"Minifigure, Hair Female Coiled and Braided, Swept over Left Side","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=1988,https://www.bricklink.com/catalogItemIn.asp?P=1988&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=1988#T=C,Magenta,Dyed Black-coded,True,False
803,20597,"Minifigure, Hair Short Tousled with Side Part and Lock Sticking Up","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=20597,https://www.bricklink.com/catalogItemIn.asp?P=20597&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=20597#T=C,Blue,Dyed Black-coded,True,False
630,21778,"Minifigure, Hair Male with Coiled Texture","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=21778,https://www.bricklink.com/catalogItemIn.asp?P=21778&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=21778#T=C,Magenta,Dyed Black-coded,True,False
632,21778,"Minifigure, Hair Male with Coiled Texture","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=21778,https://www.bricklink.com/catalogItemIn.asp?P=21778&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=21778#T=C,Reddish Brown,Dyed Black-coded,True,True
633,21778,"Minifigure, Hair Male with Coiled Texture","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=21778,https://www.bricklink.com/catalogItemIn.asp?P=21778&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=21778#T=C,Yellow,Dyed Black-coded,True,True
513,25379,"Minifigure, Hair Flat Top with Straight Even Sections","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=25379,https://www.bricklink.com/catalogItemIn.asp?P=25379&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=25379#T=C,Orange,Dyed Black-coded,True,False
515,25379,"Minifigure, Hair Flat Top with Straight Even Sections","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=25379,https://www.bricklink.com/catalogItemIn.asp?P=25379&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=25379#T=C,Flat Silver,Dyed Black-coded,True,False
492,25613,"Minifigure, Hair Female with Top Knot Bun and Fringe","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=25613,https://www.bricklink.com/catalogItemIn.asp?P=25613&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=25613#T=C,Bright Light Yellow,Dyed Black-coded,True,True
1035,27385,"Minifigure, Hair Wide Mohawk with Coiled Texture","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=27385,https://www.bricklink.com/catalogItemIn.asp?P=27385&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=27385#T=C,Red,Dyed Black-coded,True,True
467,29634,"Minifigure, Hair Female Very Curly, Parted in Middle","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=29634,https://www.bricklink.com/catalogItemIn.asp?P=29634&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=29634#T=C,Dark Orange,Dyed Black-coded,True,True
468,29634,"Minifigure, Hair Female Very Curly, Parted in Middle","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=29634,https://www.bricklink.com/catalogItemIn.asp?P=29634&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=29634#T=C,Dark Pink,Dyed Black-coded,True,False
503,30608,"Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=30608,https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C,Dark Orange,Dyed Black-coded,True,True
505,30608,"Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=30608,https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C,Reddish Brown,Dyed Black-coded,True,True
508,30608,"Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=30608,https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C,Flat Silver,Dyed Black-coded,True,False
509,30608,"Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=30608,https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C,Pearl Gold,Dyed Black-coded,True,False
510,30608,"Minifigure, Hair Flat Top with Extended Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=30608,https://www.bricklink.com/catalogItemIn.asp?P=30608&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=30608#T=C,Metallic Gold,Dyed Black-coded,True,False
565,3157,"Minifigure, Hair Long Widows Peak Swept Back and Spiked with 2 Braids over Shoulders","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=3157,https://www.bricklink.com/catalogItemIn.asp?P=3157&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=3157#T=C,Bright Light Orange,Dyed Black-coded,True,False
314,35714,"Minifigure, Hair Female Parted in Center, Two Braids Hanging in Front","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=35714,https://www.bricklink.com/catalogItemIn.asp?P=35714&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=35714#T=C,Reddish Brown,Dyed Black-coded,True,True
315,35714pb01,"Minifigure, Hair Female Parted in Center, Two Braids Hanging in Front with Bright Light Blue Bows Pattern","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=35714pb01,https://www.bricklink.com/catalogItemIn.asp?P=35714pb01&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=35714pb01#T=C,Reddish Brown,Dyed Black-coded,True,True
39,36060,"Minifigure, Hair Coiled and Short","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=36060,https://www.bricklink.com/catalogItemIn.asp?P=36060&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=36060#T=C,Dark Orange,Dyed Black-coded,True,True
40,36060,"Minifigure, Hair Coiled and Short","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=36060,https://www.bricklink.com/catalogItemIn.asp?P=36060&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=36060#T=C,Orange,Dyed Black-coded,True,False
826,39514pb01,"Minifigure, Hair Short with 2 Locks on Left Side with Black Headphones Pattern","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=39514pb01,https://www.bricklink.com/catalogItemIn.asp?P=39514pb01&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=39514pb01#T=C,Reddish Brown,Dyed Black-coded,True,True
787,40938,"Minifigure, Hair Short Tousled with 2 Locks on Left Side","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=40938,https://www.bricklink.com/catalogItemIn.asp?P=40938&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=40938#T=C,Reddish Brown,Dyed Black-coded,True,True
213,41614,"Minifigure, Hair Female Long Wavy, Swept Back Bangs, Braid Twisted over Left Shoulder","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=41614,https://www.bricklink.com/catalogItemIn.asp?P=41614&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=41614#T=C,Bright Light Yellow,Dyed Black-coded,True,True
500,41615,"Minifigure, Hair Female, Parted on Left with 2 Long Braids Over Shoulders","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=41615,https://www.bricklink.com/catalogItemIn.asp?P=41615&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=41615#T=C,Dark Orange,Dyed Black-coded,True,True
193,48212,"Minifigure, Hair Female Long Top Braided, Elaborate","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=48212,https://www.bricklink.com/catalogItemIn.asp?P=48212&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=48212#T=C,Reddish Brown,Dyed Black-coded,True,True
457,49890pb01,"Minifigure, Hair Female Smooth with 3 Locks in Back and Bright Pink Bow Pattern","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=49890pb01,https://www.bricklink.com/catalogItemIn.asp?P=49890pb01&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=49890pb01#T=C,Yellow,Dyed Black-coded,True,True
119,5108,"Minifigure, Hair Curly, Bushy, Hole on Top","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=5108,https://www.bricklink.com/catalogItemIn.asp?P=5108&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=5108#T=C,Trans-Purple,Dyed Black-coded,True,False
148,53126,"Minifigure, Hair Female Coiled with Large High Bun","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=53126,https://www.bricklink.com/catalogItemIn.asp?P=53126&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=53126#T=C,Medium Lavender,Dyed Black-coded,True,False
275,59363,"Minifigure, Hair Female Mid-Length with Braid Around Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=59363,https://www.bricklink.com/catalogItemIn.asp?P=59363&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=59363#T=C,Bright Light Yellow,Dyed Black-coded,True,True
276,59363,"Minifigure, Hair Female Mid-Length with Braid Around Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=59363,https://www.bricklink.com/catalogItemIn.asp?P=59363&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=59363#T=C,Dark Orange,Dyed Black-coded,True,True
278,59363,"Minifigure, Hair Female Mid-Length with Braid Around Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=59363,https://www.bricklink.com/catalogItemIn.asp?P=59363&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=59363#T=C,Red,Dyed Black-coded,True,True
279,59363,"Minifigure, Hair Female Mid-Length with Braid Around Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=59363,https://www.bricklink.com/catalogItemIn.asp?P=59363&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=59363#T=C,Reddish Brown,Dyed Black-coded,True,True
280,59363,"Minifigure, Hair Female Mid-Length with Braid Around Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=59363,https://www.bricklink.com/catalogItemIn.asp?P=59363&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=59363#T=C,Pearl Gold,Dyed Black-coded,True,False
433,64807,"Minifigure, Hair Female Short, Braided on Sides, Hole on Top","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=64807,https://www.bricklink.com/catalogItemIn.asp?P=64807&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=64807#T=C,Bright Light Yellow,Dyed Black-coded,True,True
438,64807,"Minifigure, Hair Female Short, Braided on Sides, Hole on Top","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=64807,https://www.bricklink.com/catalogItemIn.asp?P=64807&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=64807#T=C,Reddish Brown,Dyed Black-coded,True,True
155,78301,"Minifigure, Hair Female Coiled, Parted Wash and Go","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=78301,https://www.bricklink.com/catalogItemIn.asp?P=78301&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=78301#T=C,Reddish Brown,Dyed Black-coded,True,True
637,80682,"Minifigure, Hair Male, Coiled with Short Straight Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=80682,https://www.bricklink.com/catalogItemIn.asp?P=80682&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=80682#T=C,Dark Red,Dyed Black-coded,True,True
311,80908,"Minifigure, Hair Female Mid-Length, Curly","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=80908,https://www.bricklink.com/catalogItemIn.asp?P=80908&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=80908#T=C,Reddish Brown,Dyed Black-coded,True,True
17,87995,"Minifigure, Hair Bubble Style / Afro","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=87995,https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C,Blue,Dyed Black-coded,True,False
20,87995,"Minifigure, Hair Bubble Style / Afro","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=87995,https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C,Dark Pink,Dyed Black-coded,True,False
21,87995,"Minifigure, Hair Bubble Style / Afro","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=87995,https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C,Green,Dyed Black-coded,True,False
22,87995,"Minifigure, Hair Bubble Style / Afro","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=87995,https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C,Lime,Dyed Black-coded,True,False
23,87995,"Minifigure, Hair Bubble Style / Afro","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=87995,https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C,Red,Dyed Black-coded,True,True
24,87995,"Minifigure, Hair Bubble Style / Afro","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=87995,https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C,Yellow,Dyed Black-coded,True,True
379,88286,"Minifigure, Hair Female Ponytail Long French Braided","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=88286,https://www.bricklink.com/catalogItemIn.asp?P=88286&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=88286#T=C,Red,Dyed Black-coded,True,True
380,88286,"Minifigure, Hair Female Ponytail Long French Braided","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=88286,https://www.bricklink.com/catalogItemIn.asp?P=88286&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=88286#T=C,Reddish Brown,Dyed Black-coded,True,True
489,93562,"Minifigure, Hair Female with Top Knot Bun and Forelock","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=93562,https://www.bricklink.com/catalogItemIn.asp?P=93562&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=93562#T=C,Bright Light Yellow,Dyed Black-coded,True,True
491,93562,"Minifigure, Hair Female with Top Knot Bun and Forelock","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=93562,https://www.bricklink.com/catalogItemIn.asp?P=93562&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=93562#T=C,Orange,Dyed Black-coded,True,False
190,x161,"Minifigure, Hair Female Long Top Braided","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=x161,https://www.bricklink.com/catalogItemIn.asp?P=x161&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=x161#T=C,Reddish Brown,Dyed Black-coded,True,True
